task,suite,method,seed,n_evals,best_loss,acceptance_rate,kernel_fraction_dream,n_rescues,n_reseeds,n_bw_refits,time_total,time_objective,time_overhead,frac_exploit,acc_exploit,frac_explore,acc_explore,frac_trapped,acc_trapped
lcbench_168331,lcbench,CTRL_HMM,1,200,-79.483642578125,0.4631578947368421,0.0,2,0,23,0.3298363999929279,0.04444919999514241,0.2853871999977855,0.5789473684210527,0.5181818181818182,0.42105263157894735,0.3875,0.0,
lcbench_168331,lcbench,CTRL_HMM,2,200,-77.6717300415039,0.5894736842105263,0.0,2,0,23,0.32314830001269,0.04410509987792466,0.27904320013476536,0.6263157894736842,0.6302521008403361,0.3736842105263158,0.5211267605633803,0.0,
lcbench_168331,lcbench,CTRL_HMM,3,200,-81.0819320678711,0.4708994708994709,0.0,3,0,24,0.42859080000198446,0.05253199997241609,0.3760588000295684,0.5238095238095238,0.5050505050505051,0.47619047619047616,0.43333333333333335,0.0,
lcbench_168331,lcbench,CTRL_HMM,4,200,-76.84417724609375,0.4397905759162304,0.0,1,0,26,0.33809399999154266,0.04290579988446552,0.29518820010707714,0.518324607329843,0.494949494949495,0.4816753926701571,0.3804347826086957,0.0,
lcbench_168331,lcbench,CTRL_HMM,5,200,-69.34577178955078,0.4473684210526316,0.0,2,0,24,0.32597489999898244,0.04184270015684888,0.28413219984213356,0.5210526315789473,0.5050505050505051,0.4789473684210526,0.38461538461538464,0.0,
lcbench_168331,lcbench,CTRL_HMM,6,200,-80.95088958740234,0.3736842105263158,0.0,2,0,26,0.3531483999977354,0.04286099999444559,0.3102874000032898,0.4842105263157895,0.358695652173913,0.5157894736842106,0.3877551020408163,0.0,
lcbench_168331,lcbench,CTRL_HMM,7,200,-72.80707550048828,0.47643979057591623,0.0,1,0,27,0.5291560999903595,0.05659490005928092,0.4725611999310786,0.5130890052356021,0.45918367346938777,0.4869109947643979,0.4946236559139785,0.0,
lcbench_168331,lcbench,CTRL_HMM,8,200,-76.3193588256836,0.5053191489361702,0.0,4,0,20,0.36457240000891034,0.052586199817596935,0.3119862001913134,0.6117021276595744,0.5217391304347826,0.3882978723404255,0.4794520547945205,0.0,
lcbench_168331,lcbench,CTRL_HMM,9,200,-74.73978424072266,0.46842105263157896,0.0,2,0,24,0.4798601999937091,0.057976500000222586,0.4218836999934865,0.5210526315789473,0.45454545454545453,0.4789473684210526,0.4835164835164835,0.0,
lcbench_168910,lcbench,CTRL_HMM,0,200,-72.4520263671875,0.5555555555555556,0.0,3,0,21,0.3150887999945553,0.0397205000044778,0.2753682999900775,0.8095238095238095,0.5882352941176471,0.19047619047619047,0.4166666666666667,0.0,
