task,suite,method,seed,n_evals,best_loss,acceptance_rate,kernel_fraction_dream,n_rescues,n_reseeds,n_bw_refits,time_total,time_objective,time_overhead,frac_exploit,acc_exploit,frac_explore,acc_explore,frac_trapped,acc_trapped
lcbench_126029,lcbench,FMP,17,200,-94.72859191894531,0.18604651162790697,0.0,4,1,15,0.6090164000052027,0.09662480058614165,0.5123915994190611,0.36627906976744184,0.19047619047619047,0.5581395348837209,0.1875,0.0755813953488372,0.15384615384615385
lcbench_126029,lcbench,FMP,18,200,-95.2071533203125,0.2558139534883721,0.0,2,3,16,0.5591857999679632,0.08860929979709908,0.47057650017086416,0.42441860465116277,0.2465753424657534,0.5755813953488372,0.26262626262626265,0.0,
lcbench_126029,lcbench,FMP,19,200,-95.55863952636719,0.11560693641618497,0.0,2,2,16,0.675743599946145,0.1053192000836134,0.5704243998625316,0.2947976878612717,0.11764705882352941,0.6589595375722543,0.11403508771929824,0.046242774566473986,0.125
lcbench_146212,lcbench,FMP,0,200,-98.90691375732422,0.35294117647058826,0.0,3,4,14,0.633575199986808,0.10861359990667552,0.5249616000801325,0.6882352941176471,0.3247863247863248,0.31176470588235294,0.41509433962264153,0.0,
lcbench_146212,lcbench,FMP,1,200,-98.91785430908203,0.24260355029585798,0.0,4,4,12,0.5945240000146441,0.10727329977089539,0.4872507002437487,0.7514792899408284,0.29133858267716534,0.22485207100591717,0.10526315789473684,0.023668639053254437,0.0
lcbench_146212,lcbench,FMP,2,200,-98.8759765625,0.27325581395348836,0.0,3,2,14,0.5812939999741502,0.10111789946677163,0.4801761005073786,0.7790697674418605,0.30597014925373134,0.22093023255813954,0.15789473684210525,0.0,
lcbench_146212,lcbench,FMP,3,200,-98.9223861694336,0.22807017543859648,0.0,2,4,16,0.6767333999741822,0.11148439929820597,0.5652490006759763,0.6257309941520468,0.21495327102803738,0.3742690058479532,0.25,0.0,
lcbench_146212,lcbench,FMP,4,200,-98.8371353149414,0.26011560693641617,0.0,1,3,18,0.5898931000265293,0.09255150012904778,0.4973415998974815,0.6936416184971098,0.25833333333333336,0.30057803468208094,0.25,0.005780346820809248,1.0
lcbench_146212,lcbench,FMP,5,200,-99.02281188964844,0.2529411764705882,0.0,4,3,12,0.5183547000051476,0.09108040016144514,0.42727429984370247,0.7352941176470589,0.248,0.2647058823529412,0.26666666666666666,0.0,
lcbench_146212,lcbench,FMP,6,200,-99.06890869140625,0.3546511627906977,0.0,3,2,17,0.5579389000195079,0.09282160038128495,0.4651172996382229,0.7674418604651163,0.36363636363636365,0.22674418604651161,0.3076923076923077,0.005813953488372093,1.0
lcbench_146212,lcbench,FMP,7,200,-98.9431381225586,0.40828402366863903,0.0,4,4,10,0.5898662999970838,0.10996549943229184,0.479900800564792,0.7159763313609467,0.39669421487603307,0.26627218934911245,0.4666666666666667,0.01775147928994083,0.0
lcbench_146212,lcbench,FMP,8,200,-98.89106750488281,0.2573099415204678,0.0,2,4,17,0.6319201000151224,0.10834200028330088,0.5235780997318216,0.7368421052631579,0.2857142857142857,0.2631578947368421,0.17777777777777778,0.0,
lcbench_146212,lcbench,FMP,9,200,-99.00166320800781,0.21764705882352942,0.0,3,4,14,0.5879865000024438,0.10560520004946738,0.4823812999529764,0.7176470588235294,0.27049180327868855,0.2411764705882353,0.07317073170731707,0.041176470588235294,0.14285714285714285
lcbench_146212,lcbench,FMP,10,200,-99.01412200927734,0.21637426900584794,0.0,3,3,16,0.5394687000080012,0.09574330010218546,0.4437253999058157,0.6608187134502924,0.23008849557522124,0.3333333333333333,0.19298245614035087,0.005847953216374269,0.0
lcbench_146212,lcbench,FMP,11,200,-98.97863006591797,0.27325581395348836,0.0,3,2,15,0.5627994000096805,0.09267729986459017,0.47012210014509037,0.7151162790697675,0.3170731707317073,0.28488372093023256,0.16326530612244897,0.0,
lcbench_146212,lcbench,FMP,12,200,-98.82544708251953,0.28654970760233917,0.0,2,4,17,0.6102637000149116,0.098274800053332,0.5119888999615796,0.7660818713450293,0.3511450381679389,0.23391812865497075,0.075,0.0,
lcbench_146212,lcbench,FMP,13,200,-98.8386459350586,0.3313953488372093,0.0,3,2,17,0.5909056999953464,0.09878609975567088,0.4921196002396755,0.7267441860465116,0.376,0.2558139534883721,0.22727272727272727,0.01744186046511628,0.0
lcbench_146212,lcbench,FMP,14,200,-99.05303955078125,0.3216374269005848,0.0,2,4,15,0.5655097999842837,0.09707509964937344,0.4684347003349103,0.7192982456140351,0.35772357723577236,0.2807017543859649,0.22916666666666666,0.0,
lcbench_146212,lcbench,FMP,15,200,-98.8386459350586,0.34705882352941175,0.0,3,4,14,0.6030492999707349,0.10454440006287768,0.4985048999078572,0.6470588235294118,0.35454545454545455,0.3411764705882353,0.3103448275862069,0.011764705882352941,1.0
lcbench_146212,lcbench,FMP,16,200,-99.00997161865234,0.26627218934911245,0.0,5,3,9,0.4998392999987118,0.09295479982392862,0.40688450017478317,0.7159763313609467,0.256198347107438,0.26627218934911245,0.26666666666666666,0.01775147928994083,0.6666666666666666
lcbench_146212,lcbench,FMP,17,200,-98.99864196777344,0.25146198830409355,0.0,4,2,16,0.5862500999937765,0.1047186998766847,0.48153140011709183,0.7426900584795322,0.29133858267716534,0.2222222222222222,0.10526315789473684,0.03508771929824561,0.3333333333333333
lcbench_146212,lcbench,FMP,18,200,-99.04925537109375,0.2807017543859649,0.0,2,4,14,0.5656808000057936,0.09876079956302419,0.4669200004427694,0.6842105263157895,0.24786324786324787,0.3157894736842105,0.35185185185185186,0.0,
lcbench_146212,lcbench,FMP,19,200,-99.05530548095703,0.3216374269005848,0.0,3,3,16,0.5298420999897644,0.09428289957577363,0.43555920041399077,0.7602339181286549,0.33076923076923076,0.23976608187134502,0.2926829268292683,0.0,
lcbench_167104,lcbench,FMP,0,200,-94.2729263305664,0.30057803468208094,0.0,1,3,20,0.5901941999909468,0.09617149946279824,0.49402270052814856,0.7341040462427746,0.33858267716535434,0.24855491329479767,0.18604651162790697,0.017341040462427744,0.3333333333333333
