task,suite,method,seed,budget,n_evals,best_value,best_true_value,best_raw,f_star,maximize_raw,time_total,time_objective,wall_time,cost_total,time_overhead,best_metric,fmp_n_evals,fmp_best_loss,fmp_acceptance_rate,fmp_kernel_fraction_dream,fmp_n_rescues,fmp_n_reseeds,fmp_n_bw_refits,fmp_time_total,fmp_time_objective,fmp_time_overhead,fmp_frac_exploit,fmp_acc_exploit,fmp_frac_explore,fmp_acc_explore,fmp_frac_trapped,fmp_acc_trapped,fmp_params,truncated,nregret,log_regret
lcbench_126025,lcbench,CMAES,10,200,200,-91.80499267578125,-91.80499267578125,91.80499267578125,,True,0.6893887000042014,0.1625621008570306,0.702750800002832,10400.0,0.5268265991471708,91.80499267578125,,,,,,,,,,,,,,,,,,,,
lcbench_126025,lcbench,CMAES,11,200,200,-92.22725677490234,-92.22725677490234,92.22725677490234,,True,0.6669109999784268,0.14382819953607395,0.6804275999893434,10400.0,0.5230828004423529,92.22725677490234,,,,,,,,,,,,,,,,,,,,
lcbench_126025,lcbench,CMAES,12,200,200,-92.15129852294922,-92.15129852294922,92.15129852294922,,True,0.6701545999967493,0.15627059963298962,0.6901121000410058,10400.0,0.5138840003637597,92.15129852294922,,,,,,,,,,,,,,,,,,,,
lcbench_126025,lcbench,CMAES,13,200,200,-91.92273712158203,-91.92273712158203,91.92273712158203,,True,0.6727321000071242,0.16236630018102005,0.6838974000420421,10400.0,0.5103657998261042,91.92273712158203,,,,,,,,,,,,,,,,,,,,
lcbench_126025,lcbench,CMAES,14,200,200,-92.38606262207031,-92.38606262207031,92.38606262207031,,True,0.6640803000191227,0.16357600019546226,0.6798522999743,10400.0,0.5005042998236604,92.38606262207031,,,,,,,,,,,,,,,,,,,,
lcbench_126025,lcbench,CMAES,15,200,200,-92.08628845214844,-92.08628845214844,92.08628845214844,,True,0.6784262000001036,0.16258460062090307,0.6928639999823645,10400.0,0.5158415993792005,92.08628845214844,,,,,,,,,,,,,,,,,,,,
lcbench_126025,lcbench,CMAES,16,200,200,-92.51902770996094,-92.51902770996094,92.51902770996094,,True,0.6721982000162825,0.16022330021951348,0.6831500999978743,10400.0,0.511974899796769,92.51902770996094,,,,,,,,,,,,,,,,,,,,
lcbench_126025,lcbench,CMAES,17,200,200,-92.36985778808594,-92.36985778808594,92.36985778808594,,True,0.7837029000511393,0.16809890017611906,0.8023591000237502,10400.0,0.6156039998750202,92.36985778808594,,,,,,,,,,,,,,,,,,,,
lcbench_126025,lcbench,CMAES,18,200,200,-92.46434020996094,-92.46434020996094,92.46434020996094,,True,0.7654575000051409,0.19120869971811771,0.8109847999876365,10400.0,0.5742488002870232,92.46434020996094,,,,,,,,,,,,,,,,,,,,
lcbench_126025,lcbench,CMAES,19,200,200,-92.18927001953125,-92.18927001953125,92.18927001953125,,True,0.7545688999816775,0.17907369998283684,0.768248499953188,10400.0,0.5754951999988407,92.18927001953125,,,,,,,,,,,,,,,,,,,,
